# index, _pos
1818,"array([-2.71444839, -8.59504376])"
1819,"array([-1.84959696, -9.23590116])"
1820,"array([-1.25125428, -9.61398628])"
1821,"array([-1.70439616, -9.09719119])"
1822,"array([-2.85079676, -8.60817153])"
1823,"array([ -2.3504008 , -10.01357581])"
1824,"array([-2.83751166, -8.16888371])"
1825,"array([-2.91542034, -8.56885612])"
1826,"array([-2.22731006, -8.48107578])"
1827,"array([-1.84756781, -8.73607684])"
1828,"array([-1.99936074, -8.48595396])"
1829,"array([-1.37407069, -9.33944559])"
1830,"array([-1.20055066, -9.58982616])"
1831,"array([ -0.36579031, -10.52710489])"
1832,"array([-1.08119659, -9.9522651 ])"
1833,"array([-1.66382799, -8.40961711])"
1834,"array([-2.81965445, -8.45597616])"
1835,"array([-1.45086537, -9.07226099])"
1836,"array([-2.54215741, -8.34766662])"
1837,"array([-2.52162754, -8.37750236])"
1838,"array([-1.91654724, -9.15026182])"
1839,"array([-2.67444754, -8.21151558])"
1840,"array([-3.23905131, -8.24500665])"
1841,"array([-2.7190257 , -8.17990381])"
1842,"array([-2.62577293, -9.60973551])"
1843,"array([-1.81424814, -9.47810662])"
1844,"array([ -2.19472503, -10.61270303])"
1845,"array([-2.31119614, -9.33970189])"
1846,"array([-1.89437094, -9.94275917])"
1847,"array([-2.18307978, -7.83991284])"
1848,"array([-2.31355725, -9.79975992])"
1849,"array([-1.81218195, -7.70849894])"
1850,"array([-2.58761085, -9.36683756])"
1851,"array([-1.95796427, -9.31297558])"
1852,"array([-2.02034122, -9.21326639])"
1853,"array([-2.0257762 , -8.91667577])"
1854,"array([ -2.77214355, -10.28074787])"
1855,"array([ -2.49168287, -10.31823198])"
1856,"array([-2.40771455, -9.65448145])"
1857,"array([ -2.36820564, -10.94635589])"
1858,"array([ -2.27434054, -10.39028668])"
1859,"array([-3.45009076, -8.2770155 ])"
1860,"array([-2.10035458, -9.56408338])"
1861,"array([-3.14696422, -8.44245521])"
1862,"array([-2.61316991, -9.57561972])"
1863,"array([ -2.08580835, -10.31635453])"
1864,"array([ -2.91454493, -11.30049233])"
1865,"array([-1.94726138, -9.5133067 ])"
1866,"array([ -2.34287964, -10.11347506])"
1867,"array([ -2.39825435, -10.33320244])"
1868,"array([-2.57658997, -9.69946718])"
1869,"array([-2.57490991, -9.99254059])"
1870,"array([-2.4631145 , -8.36709474])"
1871,"array([-2.46821685, -7.69370623])"
1872,"array([-2.50744078, -6.59291622])"
1873,"array([-2.40047261, -7.46643464])"
1874,"array([-1.71809065, -9.2854211 ])"
1875,"array([-2.17536148, -7.56982688])"
1876,"array([-1.91746442, -6.90626375])"
1877,"array([-2.21927388, -7.5876066 ])"
1878,"array([-3.18794353, -8.11966239])"
1879,"array([-2.23782843, -8.08615128])"
1880,"array([-2.45130512, -9.21087894])"
1881,"array([-2.6500097 , -8.24596833])"
1882,"array([-1.82796044, -9.01401366])"
1883,"array([-2.86327   , -9.92619185])"
1884,"array([-2.29372712, -8.21059799])"
1885,"array([-2.0799324 , -7.71029122])"
1886,"array([-1.92187418, -7.30504253])"
1887,"array([-1.76428202, -7.30458968])"
1888,"array([-2.53564738, -8.54733756])"
1889,"array([-2.75353899, -9.2064491 ])"
1890,"array([-2.39787144, -8.19182892])"
1891,"array([-2.31729072, -7.82457154])"
1892,"array([-3.34809544, -7.47642008])"
1893,"array([-2.1219912 , -8.04236457])"
1894,"array([-2.23355869, -7.73883772])"
1895,"array([-2.05619001, -7.42297457])"
1896,"array([-2.15429463, -7.72433995])"
1897,"array([-2.32284583, -7.90090433])"
1898,"array([-2.20952454, -7.8025559 ])"
1899,"array([-2.28719117, -7.96947244])"
1900,"array([-1.94005608, -6.5492113 ])"
1901,"array([-1.90787787, -7.20118465])"
1902,"array([-2.17307067, -7.87057945])"
1903,"array([-2.16905381, -7.76798543])"
1904,"array([-1.98038805, -7.08788977])"
1905,"array([-2.24174818, -7.91403065])"
1906,"array([-1.23699609, -9.43895653])"
1907,"array([-2.29703779, -8.33177953])"
1908,"array([-2.45914941, -7.46421694])"
1909,"array([-2.47973551, -8.09629924])"
1910,"array([-1.89100188, -9.17415879])"
1911,"array([-2.1027235 , -7.77757448])"
1912,"array([-1.57855941, -7.09055413])"
1913,"array([-3.26028049, -9.22025927])"
1914,"array([-2.02937891, -7.46324066])"
1915,"array([-2.65045924, -8.17814931])"
1916,"array([-1.79497431, -8.19176571])"
1917,"array([-1.61668777, -7.15297521])"
1918,"array([-2.18656698, -7.99916352])"
1919,"array([-2.11954181, -7.35928321])"
1920,"array([-1.98722923, -8.70895856])"
1921,"array([-2.44726149, -7.96588958])"
1922,"array([-2.19909864, -7.53193874])"
1923,"array([-1.99744214, -9.04460504])"
1924,"array([-2.48183803, -8.61043086])"
1925,"array([-2.34702388, -8.54046422])"
1926,"array([-2.45513332, -8.61024801])"
1927,"array([-2.35992692, -8.7502359 ])"
1928,"array([-3.07168766, -9.40019846])"
1929,"array([-3.02184714, -8.24840825])"
1930,"array([-2.71628803, -8.4560445 ])"
1931,"array([-2.0111677 , -8.15995142])"
1932,"array([-2.63070015, -8.30805915])"
1933,"array([-2.25656595, -9.32679705])"
1934,"array([-1.81602765, -8.62895191])"
1935,"array([-2.5372659 , -8.60591073])"
1936,"array([-2.74530856, -8.22511382])"
1937,"array([-2.77279164, -8.43422478])"
1938,"array([-2.86706828, -8.63473911])"
1939,"array([-1.88703303, -8.26847653])"
1940,"array([-1.82547207, -8.89653242])"
1941,"array([-2.13780536, -8.6269197 ])"
1942,"array([-0.98633697, -8.37061593])"
1943,"array([-1.95731474, -8.2506211 ])"
1944,"array([-2.00916736, -8.45631162])"
1945,"array([-1.11798865, -9.08136799])"
1946,"array([-0.80972135, -8.43837743])"
1947,"array([-1.53053395, -9.28186841])"
1948,"array([-2.17946018, -8.21437716])"
1949,"array([-2.1020654 , -8.08361901])"
1950,"array([-1.84796836, -8.95481019])"
1951,"array([-1.81037086, -7.98791113])"
1952,"array([-1.6026136, -8.0496484])"
1953,"array([-2.24790216, -8.39559232])"
1954,"array([-1.36794562, -8.43380154])"
1955,"array([-0.68685506, -9.47127126])"
1956,"array([-1.87526972, -8.58795469])"
1957,"array([-2.41358953, -8.40081916])"
1958,"array([-1.74912686, -9.38579662])"
1959,"array([-2.25925459, -9.04286405])"
1960,"array([-1.36635335, -8.39168742])"
1961,"array([-3.39845865, -8.54038647])"
1962,"array([-2.51492828, -9.18480065])"
1963,"array([-1.42768826, -9.00612251])"
1964,"array([-2.00104783, -8.60876511])"
1965,"array([-1.64410122, -8.68197819])"
1966,"array([-1.77194604, -9.01123321])"
1967,"array([-1.52399997, -8.85458333])"
1968,"array([-1.99293037, -8.67337701])"
1969,"array([-1.72920249, -8.37624792])"
1970,"array([-2.18494514, -9.11350819])"
1971,"array([-3.3314988 , -9.86426857])"
1972,"array([-1.8514128 , -9.07502086])"
1973,"array([-3.59642054, -7.81031298])"
1974,"array([-2.09298835, -8.91999281])"
1975,"array([-2.26870919, -9.19238189])"
1976,"array([-2.66836881, -9.72395051])"
1977,"array([-2.58661675, -8.21930973])"
1978,"array([-1.87040105, -8.7215607 ])"
1979,"array([-1.77652836, -8.3316649 ])"
1980,"array([-2.33148778, -9.47964096])"
1981,"array([ -2.50396029, -10.84188797])"
1982,"array([-2.02534908, -9.05983032])"
1983,"array([-1.5677207 , -8.89221084])"
1984,"array([-1.86768467, -8.84484325])"
1985,"array([-2.76042124, -9.76478934])"
1986,"array([ -2.53906187, -10.4268346 ])"
1987,"array([ -2.60686892, -10.2083315 ])"
1988,"array([ -2.54581943, -10.30634567])"
1989,"array([-1.61944142, -8.82336586])"
1990,"array([-3.33764013, -8.41346062])"
1991,"array([-3.2653937 , -9.13942555])"
1992,"array([-1.92335002, -9.1112885 ])"
1993,"array([-3.83561443, -7.41398887])"
1994,"array([-3.73514194, -7.90125293])"
1995,"array([-2.79664902, -9.41087966])"
1996,"array([-2.20440411, -8.81411947])"
1997,"array([-2.75800778, -8.60425587])"
1998,"array([-0.75634174, -8.90902123])"
1999,"array([-1.57648358, -8.96989727])"
2000,"array([-0.75664482, -8.66556574])"
2001,"array([-1.59310537, -8.93520475])"
2002,"array([-2.82342293, -8.63673745])"
2003,"array([-3.4283819 , -7.42809991])"
2004,"array([-1.7360081 , -8.99725538])"
2005,"array([-2.13581154, -8.90601004])"
2006,"array([-1.49740386, -9.18180402])"
2007,"array([-3.04523691, -9.36635607])"
2008,"array([-3.12202727, -8.02552277])"
2009,"array([-3.10279845, -9.47344644])"
2010,"array([-3.41647976, -8.82222031])"
2011,"array([-3.13801918, -8.62876898])"
2012,"array([-3.31596985, -8.9817522 ])"
2013,"array([-1.71177105, -9.45547759])"
2014,"array([-2.14456078, -8.87572229])"
2015,"array([-2.17060593, -9.46383961])"
2016,"array([-3.88511603, -8.67232404])"
2017,"array([-3.69114727, -8.32790493])"
2018,"array([-3.37977939, -8.8930856 ])"
2019,"array([-3.65303439, -8.60988908])"
2020,"array([-2.56876554, -8.39731032])"
2021,"array([-3.16373618, -9.37264953])"
2022,"array([-2.69215898, -8.47818061])"
2023,"array([-2.36086891, -9.2366141 ])"
2024,"array([-3.06026379, -9.04567868])"
2025,"array([-3.56801877, -8.03309106])"
2026,"array([-0.87810561, -9.41361884])"
2027,"array([-3.01725454, -9.34273106])"
2028,"array([-3.64320351, -9.369054  ])"
2029,"array([-1.78970147, -8.97086242])"
2030,"array([-3.63370594, -8.39267013])"
2031,"array([-3.24902965, -8.53046495])"
2032,"array([-2.64619958, -7.8372317 ])"
2033,"array([-2.73791864, -7.56574187])"
2034,"array([-1.94954568, -9.57266426])"
2035,"array([-1.66490503, -9.39054241])"
2036,"array([-3.92871911, -8.5096122 ])"
2037,"array([-3.05174497, -7.15698083])"
2038,"array([-3.18976086, -6.66300361])"
2039,"array([-2.96848479, -9.43922198])"
2040,"array([-2.97687401, -9.20199705])"
2041,"array([-2.83033252, -9.25920236])"
2042,"array([-3.23115308, -8.70801773])"
2043,"array([-3.26280687, -9.27873327])"
2044,"array([-3.26263663, -7.91158503])"
2045,"array([-3.11218707, -6.63742891])"
2046,"array([-3.54538741, -9.22806725])"
2047,"array([-3.58843243, -9.05401639])"
2048,"array([-2.64806498, -8.57219485])"
2049,"array([-2.60649963, -8.44539703])"
2050,"array([-2.89621483, -8.64158299])"
2051,"array([-4.10734496, -9.11274161])"
2052,"array([-3.01344724, -8.49838778])"
2053,"array([-3.30371229, -8.13749356])"
2054,"array([-2.64017395, -8.77968601])"
2055,"array([-2.70275364, -8.5600543 ])"
2056,"array([-2.7637072 , -8.93357218])"
2057,"array([-3.39430678, -8.15747186])"
2058,"array([-3.82587875, -7.62736279])"
2059,"array([-3.33657426, -7.95669671])"
2060,"array([-3.04665766, -8.00811282])"
2061,"array([-3.15214038, -8.5175695 ])"
2062,"array([-3.11933936, -8.24492348])"
2063,"array([-2.97705633, -8.1805621 ])"
2064,"array([-3.68890842, -9.28670586])"
2065,"array([-3.21385864, -8.49951472])"
2066,"array([-2.68229183, -8.59503208])"
2067,"array([-3.31973265, -9.10751441])"
2068,"array([-2.9909042 , -8.39231482])"
2069,"array([-2.88955202, -8.44384674])"
2070,"array([-2.87702867, -8.47748281])"
2071,"array([-3.28325536, -9.0580341 ])"
2072,"array([-3.04587644, -8.30494419])"
2073,"array([-3.09716691, -8.13824317])"
2074,"array([-1.64047919, -9.25175036])"
2075,"array([-2.78427003, -8.62856026])"
2076,"array([-3.2316111 , -8.05536038])"
2077,"array([-3.29143551, -8.17873039])"
2078,"array([-2.67475866, -8.55783841])"
2079,"array([-3.99737372, -9.28908189])"
2080,"array([-4.17472293, -9.3303666 ])"
2081,"array([-0.60724409, -8.30858982])"
2082,"array([-3.31091625, -8.09740862])"
2083,"array([-1.46740378, -9.36083092])"
2084,"array([-1.50331451, -9.26128185])"
2085,"array([-2.80582893, -9.05154906])"
2086,"array([-3.19085411, -8.18005699])"
2087,"array([-3.25003789, -8.18172432])"
2088,"array([-2.93276034, -8.37622551])"
2089,"array([-2.40908242, -9.60771274])"
2090,"array([-3.27682088, -8.38740731])"
2091,"array([-3.05755658, -8.21929783])"
2092,"array([ -2.01066707, -10.15565885])"
2093,"array([-3.02386361, -8.40700282])"
2094,"array([-3.81137584, -8.83004149])"
2095,"array([-3.11710717, -8.17336666])"
2096,"array([-2.81970159, -8.36381511])"
2097,"array([-3.53538185, -8.0774409 ])"
2098,"array([-2.90750462, -8.60838981])"
2099,"array([-3.01082588, -8.44506164])"
2100,"array([-2.89028821, -8.70047073])"
2101,"array([-3.08846711, -8.28303623])"
2102,"array([-2.83463594, -8.58593054])"
2103,"array([-2.27202343, -9.90029675])"
2104,"array([-2.8829492 , -8.51224922])"
2105,"array([-3.12408942, -8.59601445])"
2106,"array([-2.98603471, -8.55839815])"
2107,"array([-3.20455904, -8.26620151])"
2108,"array([-3.11730338, -8.38889278])"
2109,"array([-2.74319649, -9.00946787])"
2110,"array([-2.73780325, -8.48631855])"
2111,"array([-3.22813683, -8.468406  ])"
2112,"array([-3.21332065, -8.31308887])"
2113,"array([-3.02424762, -7.79156982])"
2114,"array([-3.91277556, -7.93825551])"
2115,"array([-3.07410062, -8.45028312])"
2116,"array([-3.63966293, -7.86453683])"
2117,"array([-3.4967854 , -7.92987368])"
2118,"array([-3.01108564, -8.30041417])"
2119,"array([-3.18344679, -8.33857936])"
2120,"array([-2.75823364, -8.52082641])"
2121,"array([-2.99608   , -8.26215016])"
2122,"array([-3.21895193, -8.15417145])"
2123,"array([-3.40923094, -7.76673586])"
2124,"array([-3.48915911, -8.1747646 ])"
2125,"array([-3.04969518, -8.35009019])"
2126,"array([-3.13368245, -9.36006824])"
2127,"array([ -4.01710846, -10.1250228 ])"
2128,"array([-3.17090755, -8.91121692])"
2129,"array([-3.49584905, -8.25734849])"
2130,"array([-3.15062734, -8.70376382])"
2131,"array([-3.04697472, -8.51031259])"
2132,"array([-1.9196424 , -9.59704541])"
2133,"array([-2.55553934, -8.68771564])"
2134,"array([-3.214824  , -8.53905496])"
2135,"array([-2.35470318, -8.1591522 ])"
2136,"array([-3.28257931, -8.2564796 ])"
2137,"array([-2.89826142, -8.3782871 ])"
2138,"array([-3.049037 , -8.2679068])"
2139,"array([-3.71377438, -8.90947093])"
2140,"array([-3.46270182, -8.97224972])"
2141,"array([-1.52996468, -9.31898365])"
2142,"array([-2.54919992, -8.91305126])"
2143,"array([-4.81874763, -9.12073743])"
2144,"array([-3.0170643, -8.3297042])"
2145,"array([-3.08479192, -8.36887556])"
2146,"array([-3.90637161, -7.7142295 ])"
2147,"array([-3.01551589, -8.06524312])"
2148,"array([-3.24750458, -8.28100731])"
2149,"array([-3.01680791, -8.3739995 ])"
2150,"array([-2.17925628, -9.17266103])"
2151,"array([-2.23903549, -8.86377589])"
2152,"array([-2.6089992 , -9.30296493])"
2153,"array([-1.37527769, -9.16449437])"
2154,"array([-1.9149342 , -8.44267616])"
2155,"array([-2.86759323, -9.72167047])"
2156,"array([-3.06493833, -9.85467281])"
2157,"array([ -2.95646941, -10.0550043 ])"
2158,"array([-2.5902627 , -9.77919517])"
2159,"array([-2.92909569, -9.64493974])"
2160,"array([-2.27377622, -9.22517661])"
2161,"array([-2.1549943 , -9.01985185])"
2162,"array([-2.74676363, -9.4574856 ])"
2163,"array([-2.06068695, -8.8602922 ])"
2164,"array([ -3.23400266, -10.053162  ])"
2165,"array([-2.41926763, -9.44550243])"
2166,"array([-2.05558055, -9.42652181])"
2167,"array([-2.34836001, -9.26369481])"
2168,"array([ -2.91292054, -10.6969129 ])"
2169,"array([-2.44125576, -8.58068159])"
2170,"array([-4.14354382, -8.78071691])"
2171,"array([-2.67424259, -9.10283482])"
2172,"array([-3.12709865, -8.0622491 ])"
2173,"array([-2.16268034, -9.30913502])"
2174,"array([ -4.30071202, -10.52813822])"
2175,"array([-3.1166497 , -9.83027488])"
2176,"array([-2.8383996 , -9.39768206])"
2177,"array([-2.6203679, -9.0939267])"
2178,"array([-1.37647966, -9.25897999])"
2179,"array([-1.9785591 , -9.40866846])"
2180,"array([-2.9652088 , -9.99248377])"
2181,"array([ -3.4228713 , -10.38403529])"
2182,"array([ -2.90690018, -10.08807446])"
2183,"array([-2.67961543, -9.45117188])"
2184,"array([ -3.2810154 , -10.08301707])"
2185,"array([-1.41686311, -9.34477909])"
2186,"array([-1.11765143, -7.65016866])"
2187,"array([-3.18537952, -8.84563792])"
2188,"array([-2.30829845, -8.92737691])"
2189,"array([ -3.49624192, -10.87833272])"
2190,"array([-3.03028026, -9.93421046])"
2191,"array([-3.13885821, -9.86917253])"
2192,"array([-2.2879658 , -9.32611947])"
2193,"array([-1.84926152, -9.3982953 ])"
2194,"array([-3.24370768, -9.06675404])"
2195,"array([-2.51041697, -8.40903403])"
2196,"array([-2.06512918, -9.27369443])"
2197,"array([ -3.35449171, -10.87718182])"
2198,"array([ -3.26393308, -10.6794836 ])"
2199,"array([-2.70876761, -9.5089923 ])"
2200,"array([ -3.36968107, -10.43422525])"
2201,"array([ -3.60049984, -10.8635222 ])"
2202,"array([-2.75253438, -9.6304818 ])"
2203,"array([-4.0555674 , -9.58952068])"
2204,"array([-4.27497078, -8.72687864])"
2205,"array([ -3.68316778, -10.70596957])"
2206,"array([-2.47590709, -8.22662644])"
2207,"array([-3.2754623 , -9.10232046])"
2208,"array([-3.10381633, -8.94044582])"
2209,"array([ -3.07921745, -10.01007617])"
2210,"array([-3.01023816, -9.77286137])"
2211,"array([-3.25831574, -9.9520174 ])"
2212,"array([ -3.08585761, -10.10488829])"
2213,"array([-3.31794666, -8.38265496])"
2214,"array([-3.43000447, -7.85820482])"
2215,"array([-1.77495451, -7.72622223])"
2216,"array([-1.61302186, -7.84384989])"
2217,"array([-2.85604523, -8.72599263])"
2218,"array([-2.51224798, -9.57713617])"
2219,"array([-2.77159268, -9.51619497])"
2220,"array([-3.18449864, -8.88087018])"
2221,"array([-3.69991693, -8.09704436])"
2222,"array([-1.68257592, -7.90281755])"
2223,"array([-2.11501134, -8.46390391])"
2224,"array([-1.93293077, -8.21651717])"
2225,"array([-2.8103124 , -7.87326858])"
2226,"array([-2.14116437, -8.20913778])"
2227,"array([-2.88120625, -7.52136272])"
2228,"array([ -3.10791561, -10.31055311])"
2229,"array([-3.11619594, -8.46298212])"
2230,"array([-2.69117188, -8.83189777])"
2231,"array([-2.01356415, -9.08988961])"
2232,"array([-2.91484486, -8.90711156])"
2233,"array([-2.07760477, -8.44826004])"
2234,"array([-2.12778116, -9.34116773])"
2235,"array([ -2.28193032, -10.00290809])"
2236,"array([-2.08124991, -9.4003492 ])"
2237,"array([-2.26640169, -9.47764614])"
2238,"array([-3.48514702, -7.71386473])"
2239,"array([-2.73267992, -9.07335707])"
2240,"array([-1.51113906, -8.37297804])"
2241,"array([-2.39395868, -8.22079611])"
2242,"array([-2.15608646, -7.99178211])"
2243,"array([-2.20495369, -9.41428644])"
2244,"array([-1.92092006, -8.25636151])"
2245,"array([ -2.11161275, -10.10490966])"
2246,"array([-2.48244757, -9.09234533])"
2247,"array([-0.80624966, -8.69610308])"
2248,"array([-1.5267323 , -9.07189246])"
2249,"array([-1.88935535, -9.13465915])"
2250,"array([-1.76952965, -8.26000213])"
2251,"array([-2.90739309, -8.40483422])"
2252,"array([-2.26059935, -9.28931159])"
2253,"array([ -1.96174445, -10.37676454])"
2254,"array([-2.41077407, -8.70677515])"
2255,"array([-3.79274715, -7.70702034])"
2256,"array([-2.59531342, -8.25598999])"
2257,"array([-2.2699601 , -7.35170806])"
2258,"array([-2.86378348, -8.41663564])"
2259,"array([-4.12591255, -7.09169184])"
2260,"array([-2.0793564 , -9.44683658])"
